Player_ID;Date;Seconds;Left Force;Right Force
USER LVE0K;2024-01-17;0;25;39
USER LVE0K;2024-01-17;0.69;26;41
USER LVE0K;2024-01-17;0.73;39.25;60.75
USER LVE0K;2024-01-17;0.73;45.5;66
USER LVE0K;2024-01-17;0.73;33.25;55
USER LVE0K;2024-01-17;0.75;32.25;54.75
USER LVE0K;2024-01-17;0.75;33.25;54.75
USER LVE0K;2024-01-17;0.78;35.25;56.25
USER LVE0K;2024-01-17;0.78;37.5;59.75
USER LVE0K;2024-01-17;0.81;39.25;60.75
USER LVE0K;2024-01-17;0.84;39.5;61.5
USER LVE0K;2024-01-17;0.84;41.25;62.25
USER LVE0K;2024-01-17;0.87;41.75;62.5
USER LVE0K;2024-01-17;0.96;42.25;61.5
USER LVE0K;2024-01-17;0.99;41.75;61.5
USER LVE0K;2024-01-17;0.99;40.75;61
USER LVE0K;2024-01-17;0.99;40.75;59.5
USER LVE0K;2024-01-17;1.02;40;58.5
USER LVE0K;2024-01-17;1.02;40.25;57
USER LVE0K;2024-01-17;1.02;39.25;55.5
USER LVE0K;2024-01-17;1.05;39.25;55
USER LVE0K;2024-01-17;1.05;39.75;54.5
USER LVE0K;2024-01-17;1.05;40;55.75
USER LVE0K;2024-01-17;1.08;41.75;56.5
USER LVE0K;2024-01-17;1.11;41.5;57.75
USER LVE0K;2024-01-17;1.11;43.5;60
USER LVE0K;2024-01-17;1.14;44.5;60.75
USER LVE0K;2024-01-17;1.17;46.25;63.25
USER LVE0K;2024-01-17;1.17;47.75;64.75
USER LVE0K;2024-01-17;1.2;50;67
USER LVE0K;2024-01-17;1.23;53.25;70
USER LVE0K;2024-01-17;1.23;56;71
USER LVE0K;2024-01-17;1.29;60.25;72.75
USER LVE0K;2024-01-17;1.29;62.5;75.25
USER LVE0K;2024-01-17;1.29;65;78.5
USER LVE0K;2024-01-17;1.32;67;80
USER LVE0K;2024-01-17;1.35;69;81.5
USER LVE0K;2024-01-17;1.36;72;82
USER LVE0K;2024-01-17;1.38;74.25;83.5
USER LVE0K;2024-01-17;1.41;74.75;86
USER LVE0K;2024-01-17;1.42;74.5;86
USER LVE0K;2024-01-17;1.44;75.75;88.25
USER LVE0K;2024-01-17;1.47;78;91.5
USER LVE0K;2024-01-17;1.47;78;92.25
USER LVE0K;2024-01-17;1.5;79.25;94.75
USER LVE0K;2024-01-17;1.53;80;96.5
USER LVE0K;2024-01-17;1.53;81.75;96.75
USER LVE0K;2024-01-17;1.56;82.25;96
USER LVE0K;2024-01-17;1.59;81.5;97
USER LVE0K;2024-01-17;1.59;83;100.5
USER LVE0K;2024-01-17;1.62;84.25;100.5
USER LVE0K;2024-01-17;1.65;85.25;101.25
USER LVE0K;2024-01-17;1.65;85.25;100.5
USER LVE0K;2024-01-17;1.68;85.5;99.75
USER LVE0K;2024-01-17;1.71;85.75;100.5
USER LVE0K;2024-01-17;1.71;84;99.75
USER LVE0K;2024-01-17;1.74;83.25;98.25
USER LVE0K;2024-01-17;1.77;82.75;95.5
USER LVE0K;2024-01-17;1.78;82;94
USER LVE0K;2024-01-17;1.8;80.75;93
USER LVE0K;2024-01-17;1.83;78.75;91
USER LVE0K;2024-01-17;1.83;79;91.25
USER LVE0K;2024-01-17;1.86;78.5;92.75
USER LVE0K;2024-01-17;1.89;81.25;93.5
USER LVE0K;2024-01-17;1.89;84.25;96.25
USER LVE0K;2024-01-17;1.92;85.25;97.75
USER LVE0K;2024-01-17;1.95;86.75;99
USER LVE0K;2024-01-17;1.95;87.5;98.5
USER LVE0K;2024-01-17;1.98;87.75;98.5
USER LVE0K;2024-01-17;2.01;86.75;98
USER LVE0K;2024-01-17;2.01;86.25;97.75
USER LVE0K;2024-01-17;2.04;86.5;99.5
USER LVE0K;2024-01-17;2.07;86.25;99
USER LVE0K;2024-01-17;2.07;87.75;98.75
USER LVE0K;2024-01-17;2.1;86.75;100.5
USER LVE0K;2024-01-17;2.13;86.75;101
USER LVE0K;2024-01-17;2.13;88.5;101.75
USER LVE0K;2024-01-17;2.16;87.75;101
USER LVE0K;2024-01-17;2.19;88.25;101.25
USER LVE0K;2024-01-17;2.19;88.75;102.5
USER LVE0K;2024-01-17;2.22;88.75;102.5
USER LVE0K;2024-01-17;2.25;89.5;103.5
USER LVE0K;2024-01-17;2.25;90.25;103.75
USER LVE0K;2024-01-17;2.28;91.5;104
USER LVE0K;2024-01-17;2.31;91.75;105.25
USER LVE0K;2024-01-17;2.31;92.75;106.75
USER LVE0K;2024-01-17;2.34;94;108.25
USER LVE0K;2024-01-17;2.37;96;108.5
USER LVE0K;2024-01-17;2.37;97.25;109.25
USER LVE0K;2024-01-17;2.4;96.75;110.25
USER LVE0K;2024-01-17;2.43;96.75;110.5
USER LVE0K;2024-01-17;2.44;97.25;112
USER LVE0K;2024-01-17;2.46;98;112
USER LVE0K;2024-01-17;2.49;99.25;113
USER LVE0K;2024-01-17;2.49;99.5;114.25
USER LVE0K;2024-01-17;2.52;100.5;115.25
USER LVE0K;2024-01-17;2.55;100.5;116.5
USER LVE0K;2024-01-17;2.56;101;117.25
USER LVE0K;2024-01-17;2.61;101.25;117.5
USER LVE0K;2024-01-17;2.61;100.75;117.75
USER LVE0K;2024-01-17;2.64;102;118.25
USER LVE0K;2024-01-17;2.64;101.5;117.75
USER LVE0K;2024-01-17;2.67;102.25;115.5
USER LVE0K;2024-01-17;2.68;102;115
USER LVE0K;2024-01-17;2.7;102.5;116.25
USER LVE0K;2024-01-17;2.73;104;118
USER LVE0K;2024-01-17;2.74;105;120.25
USER LVE0K;2024-01-17;2.76;106.25;119.75
USER LVE0K;2024-01-17;2.79;106.5;119.25
USER LVE0K;2024-01-17;2.82;106.5;120.25
USER LVE0K;2024-01-17;2.82;107;120.25
USER LVE0K;2024-01-17;2.85;106.75;121
USER LVE0K;2024-01-17;2.86;109.25;121
USER LVE0K;2024-01-17;2.88;110.75;120.5
USER LVE0K;2024-01-17;2.91;111;122
USER LVE0K;2024-01-17;2.91;111.5;123
USER LVE0K;2024-01-17;2.94;111.5;122
USER LVE0K;2024-01-17;2.97;111.5;122
USER LVE0K;2024-01-17;2.98;110.75;121.25
USER LVE0K;2024-01-17;3;110.75;121.25
USER LVE0K;2024-01-17;3.03;113;123
USER LVE0K;2024-01-17;3.03;114.25;124.25
USER LVE0K;2024-01-17;3.06;114.75;124
USER LVE0K;2024-01-17;3.09;113.75;124.75
USER LVE0K;2024-01-17;3.09;114;127.25
USER LVE0K;2024-01-17;3.12;116;128.75
USER LVE0K;2024-01-17;3.18;118.5;130.5
USER LVE0K;2024-01-17;3.18;121.5;132.75
USER LVE0K;2024-01-17;3.21;122.25;132.75
USER LVE0K;2024-01-17;3.21;124.75;134.25
USER LVE0K;2024-01-17;3.22;128;134
USER LVE0K;2024-01-17;3.24;128.25;134.25
USER LVE0K;2024-01-17;3.27;127.5;134.75
USER LVE0K;2024-01-17;3.27;125.75;134
USER LVE0K;2024-01-17;3.3;126.25;135
USER LVE0K;2024-01-17;3.33;127;136.25
USER LVE0K;2024-01-17;3.33;125.25;136.75
USER LVE0K;2024-01-17;3.36;124;138
USER LVE0K;2024-01-17;3.39;124.5;138.5
USER LVE0K;2024-01-17;3.39;127.75;141
USER LVE0K;2024-01-17;3.42;132;141.25
USER LVE0K;2024-01-17;3.45;133.75;142.5
USER LVE0K;2024-01-17;3.46;133;143.75
USER LVE0K;2024-01-17;3.48;131.75;143.25
USER LVE0K;2024-01-17;3.51;133.5;143.25
USER LVE0K;2024-01-17;3.51;134.25;142
USER LVE0K;2024-01-17;3.54;132.5;139.5
USER LVE0K;2024-01-17;3.57;130.25;139
USER LVE0K;2024-01-17;3.57;129.25;140.5
USER LVE0K;2024-01-17;3.6;131.75;141
USER LVE0K;2024-01-17;3.63;135;141.25
USER LVE0K;2024-01-17;3.63;135.5;142.75
USER LVE0K;2024-01-17;3.66;135.5;144
USER LVE0K;2024-01-17;3.69;137.75;145.5
USER LVE0K;2024-01-17;3.69;140.5;147.25
USER LVE0K;2024-01-17;3.72;145.25;148.75
USER LVE0K;2024-01-17;3.75;146.25;149.5
USER LVE0K;2024-01-17;3.76;146;150.5
USER LVE0K;2024-01-17;3.78;148.5;150.75
USER LVE0K;2024-01-17;3.78;150.25;150.5
USER LVE0K;2024-01-17;3.81;150.75;151.25
USER LVE0K;2024-01-17;3.84;149.5;151.75
USER LVE0K;2024-01-17;3.84;150.5;153.5
USER LVE0K;2024-01-17;3.87;152.75;154
USER LVE0K;2024-01-17;3.9;152.5;154.5
USER LVE0K;2024-01-17;3.91;151;154.25
USER LVE0K;2024-01-17;3.93;150;154
USER LVE0K;2024-01-17;3.96;149.5;153.75
USER LVE0K;2024-01-17;3.96;149.75;152.75
USER LVE0K;2024-01-17;3.99;149.25;151.25
USER LVE0K;2024-01-17;4.02;148;150.75
USER LVE0K;2024-01-17;4.05;148.5;152
USER LVE0K;2024-01-17;4.06;150.75;152.5
USER LVE0K;2024-01-17;4.08;151.75;153.25
USER LVE0K;2024-01-17;4.08;151.5;154
USER LVE0K;2024-01-17;4.11;152.75;153.75
USER LVE0K;2024-01-17;4.14;155;154.5
USER LVE0K;2024-01-17;4.15;155.75;154.75
USER LVE0K;2024-01-17;4.17;156;154.75
USER LVE0K;2024-01-17;4.2;155.5;154.5
USER LVE0K;2024-01-17;4.2;157;154.75
USER LVE0K;2024-01-17;4.23;157.75;154
USER LVE0K;2024-01-17;4.26;157.75;153
USER LVE0K;2024-01-17;4.26;158;152.25
USER LVE0K;2024-01-17;4.29;156.5;152.75
USER LVE0K;2024-01-17;4.32;157.75;154.25
USER LVE0K;2024-01-17;4.32;160;155.75
USER LVE0K;2024-01-17;4.35;160;155.25
USER LVE0K;2024-01-17;4.38;160.25;154
USER LVE0K;2024-01-17;4.38;160.5;154.75
USER LVE0K;2024-01-17;4.41;161.25;154
USER LVE0K;2024-01-17;4.47;161.75;155.25
USER LVE0K;2024-01-17;4.47;162.25;155.75
USER LVE0K;2024-01-17;4.47;163.5;156.75
USER LVE0K;2024-01-17;4.5;163.75;158
USER LVE0K;2024-01-17;4.51;165;158.25
USER LVE0K;2024-01-17;4.53;167.25;159.25
USER LVE0K;2024-01-17;4.56;167.75;159.25
USER LVE0K;2024-01-17;4.57;168.5;158.25
USER LVE0K;2024-01-17;4.59;170;158.25
USER LVE0K;2024-01-17;4.62;171.5;160
USER LVE0K;2024-01-17;4.62;172.25;163.5
USER LVE0K;2024-01-17;4.65;172.25;166.5
USER LVE0K;2024-01-17;4.68;173.75;167.5
USER LVE0K;2024-01-17;4.69;176;169.75
USER LVE0K;2024-01-17;4.71;176.75;173.5
USER LVE0K;2024-01-17;4.74;177;175
USER LVE0K;2024-01-17;4.75;177.5;176
USER LVE0K;2024-01-17;4.77;178.25;175.75
USER LVE0K;2024-01-17;4.8;179;175
USER LVE0K;2024-01-17;4.8;180;177
USER LVE0K;2024-01-17;4.83;180.5;176.75
USER LVE0K;2024-01-17;4.86;180.5;176.25
USER LVE0K;2024-01-17;4.87;180.25;175.5
USER LVE0K;2024-01-17;4.89;180;175.5
USER LVE0K;2024-01-17;4.92;179.25;175.5
USER LVE0K;2024-01-17;4.92;177.75;173.75
USER LVE0K;2024-01-17;4.95;177.5;173.5
USER LVE0K;2024-01-17;4.98;177.75;173.75
USER LVE0K;2024-01-17;4.98;178.5;174.75
USER LVE0K;2024-01-17;5.01;179;175.25
USER LVE0K;2024-01-17;5.07;177.5;174.5
USER LVE0K;2024-01-17;5.08;178.75;174.75
USER LVE0K;2024-01-17;5.1;179.25;177
USER LVE0K;2024-01-17;5.1;179.5;177.25
USER LVE0K;2024-01-17;5.13;179.5;176.5
USER LVE0K;2024-01-17;5.13;179.75;176.5
USER LVE0K;2024-01-17;5.16;181.5;176.25
USER LVE0K;2024-01-17;5.17;180.75;177.5
USER LVE0K;2024-01-17;5.19;178.75;176.75
USER LVE0K;2024-01-17;5.22;178.75;175.25
USER LVE0K;2024-01-17;5.22;180;176.75
USER LVE0K;2024-01-17;5.25;182;178.75
USER LVE0K;2024-01-17;5.28;184;181.25
USER LVE0K;2024-01-17;5.28;184.75;181.75
USER LVE0K;2024-01-17;5.31;185.75;180.75
USER LVE0K;2024-01-17;5.34;186.5;181.5
USER LVE0K;2024-01-17;5.34;187.25;183.5
